,index,팀명,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
106,769,한국전력,23.8,0.744,0.466,0.4779999999999999,0.196,0.45199999999999996,0.052000000000000005
106,770,OK금융그룹,23.8,0.736,0.44800000000000006,0.544,0.23200000000000004,0.496,0.05
115,771,현대캐피탈,28.8,0.792,0.4539999999999999,0.526,0.184,0.49399999999999994,0.028000000000000004
110,772,삼성화재,24.2,0.72,0.426,0.502,0.184,0.47400000000000003,0.048
109,773,우리카드,17.8,0.764,0.45600000000000007,0.48599999999999993,0.126,0.45600000000000007,0.044
107,774,KB손해보험,23.2,0.712,0.43600000000000005,0.53,0.154,0.506,0.046
116,775,대한항공,22.8,0.732,0.522,0.55,0.252,0.5199999999999999,0.08399999999999999
107,776,한국전력,22.8,0.7,0.462,0.484,0.19,0.462,0.054000000000000006
116,777,현대캐피탈,29.0,0.78,0.47000000000000003,0.524,0.176,0.496,0.02
107,778,OK금융그룹,21.8,0.744,0.466,0.538,0.23400000000000004,0.49399999999999994,0.036
110,779,우리카드,18.0,0.772,0.44800000000000006,0.476,0.142,0.45199999999999996,0.034
108,780,KB손해보험,24.6,0.716,0.458,0.5479999999999999,0.19,0.516,0.05
111,781,삼성화재,25.0,0.7060000000000001,0.43,0.466,0.198,0.43999999999999995,0.038
117,782,대한항공,22.4,0.71,0.502,0.54,0.23000000000000004,0.506,0.066
117,783,현대캐피탈,29.2,0.772,0.4800000000000001,0.522,0.18,0.496,0.022000000000000002
111,784,우리카드,21.2,0.758,0.476,0.476,0.13399999999999998,0.458,0.036
108,785,한국전력,22.6,0.694,0.458,0.496,0.20600000000000002,0.46399999999999997,0.054000000000000006
108,786,OK금융그룹,21.6,0.784,0.458,0.546,0.2,0.51,0.033999999999999996
112,787,삼성화재,28.8,0.7020000000000001,0.438,0.472,0.21200000000000002,0.44800000000000006,0.042
