index,경기번호,경기날짜,팀명,홈_어웨이,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,득점점유율,스타팅멤버,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점,상대팀
1078,540,2021-11-19,대한항공,1,0,73,118,60,7,10,0.51,34,10,4,3,0.29,3,2,0,1,0.67,0,0,0,0,0.0,28,16,1,2,0.57,19,12,1,0,0.63,34,20,1,4,0.59,107,4,23,0.04,62,42,20,0,8.75,120,58,1,11.9,88,39,7,196.54,62,9,19,26,1,1.9,8,0,35,1.0,6,0,0.68,0.48,0.44,0.15,108,109,삼성화재
1079,540,2021-11-19,삼성화재,0,1,74,118,60,9,10,0.51,42,13,6,3,0.31,1,0,0,0,0.0,0,0,0,0,0.0,40,22,1,5,0.55,16,10,1,2,0.62,19,15,1,0,0.79,107,7,22,0.07,67,47,20,0,9.4,121,60,3,12.1,81,37,4,277.61,45,7,16,18,0,1.4,5,0,35,0.9999999999999998,6,3,0.7,0.5,0.46,0.16,109,108,대한항공
1080,541,2021-11-20,OK금융그룹,1,1,75,98,54,8,7,0.55,35,16,1,2,0.46,3,3,0,0,1.0,0,0,0,0,0.0,35,23,4,4,0.66,6,2,0,0,0.33,19,10,3,1,0.53,95,5,16,0.05,41,30,11,0,6.0,103,55,2,11.0,59,21,3,126.55,47,16,4,14,1,3.2,13,0,26,1.0,6,7,0.73,0.53,0.36,0.34,105,97,현대캐피탈
1081,541,2021-11-20,현대캐피탈,0,0,63,92,47,12,9,0.51,34,12,7,2,0.35,0,0,0,0,0.0,0,0,0,0,0.0,23,10,1,6,0.43,17,10,2,1,0.59,18,15,2,0,0.83,91,7,13,0.08,48,36,12,0,7.83,112,51,0,10.25,87,42,6,172.06,53,9,13,24,0,1.8,9,0,22,0.9999999999999998,6,1,0.75,0.46,0.48,0.17,97,105,OK금융그룹
1082,542,2021-11-21,KB손해보험,1,0,38,71,35,8,8,0.49,24,11,2,0,0.46,2,1,0,1,0.5,0,0,0,0,0.0,20,9,4,5,0.45,4,2,0,0,0.5,21,12,2,2,0.57,42,2,10,0.05,32,25,7,0,8.32,82,41,0,13.66,35,14,1,73.33,17,1,3,10,0,0.33,1,0,18,0.9999999999999998,4,2,0.78,0.5,0.4,0.06,62,75,한국전력
1083,542,2021-11-21,한국전력,0,1,53,71,43,2,5,0.61,25,11,0,4,0.44,3,2,0,0,0.67,0,0,0,0,0.0,21,16,1,0,0.76,10,4,1,1,0.4,12,10,0,0,0.83,70,2,8,0.03,36,27,9,0,9.0,68,41,0,13.66,51,16,3,186.72,39,8,8,15,0,2.66,6,0,13,0.9999999999999996,6,5,0.75,0.6,0.31,0.21,75,62,KB손해보험
1084,543,2021-11-23,OK금융그룹,0,1,55,72,44,5,7,0.61,25,18,1,2,0.72,4,2,0,0,0.5,0,0,0,0,0.0,16,7,4,1,0.44,9,6,0,0,0.67,18,11,0,4,0.61,73,5,14,0.07,36,26,10,0,8.66,68,41,0,13.67,46,14,1,208.06,36,6,6,9,1,1.99,5,0,22,0.9999999999999996,6,7,0.72,0.6,0.3,0.17,75,60,우리카드
1085,543,2021-11-23,우리카드,1,0,35,65,27,6,5,0.42,19,5,2,1,0.26,0,0,0,0,0.0,0,0,0,0,0.0,23,10,3,4,0.43,5,3,0,0,0.6,18,9,1,0,0.5,50,3,10,0.06,36,27,9,0,9.0,61,23,2,7.66,55,18,4,129.36,21,5,3,12,0,1.66,3,0,17,0.9999999999999996,3,6,0.75,0.38,0.33,0.24,60,75,OK금융그룹
1086,544,2021-11-24,KB손해보험,0,1,76,117,72,7,10,0.62,48,22,3,8,0.46,3,2,0,0,0.67,0,0,0,0,0.0,36,27,2,1,0.75,13,9,0,0,0.69,17,12,2,1,0.71,109,3,20,0.03,65,46,19,0,11.5,120,69,3,17.25,81,26,5,98.34,41,1,17,17,1,0.25,1,0,34,0.9999999999999998,6,2,0.71,0.57,0.32,0.02,111,104,대한항공
1087,544,2021-11-24,대한항공,1,0,70,109,58,1,11,0.53,26,9,1,3,0.35,1,0,0,0,0.0,0,0,0,0,0.0,32,20,0,5,0.62,11,3,0,1,0.27,39,26,0,2,0.67,103,5,19,0.05,46,33,12,1,8.25,110,57,1,14.25,87,33,3,88.03,53,7,11,29,1,1.75,5,0,33,0.9999999999999998,6,0,0.72,0.52,0.38,0.13,104,111,KB손해보험
1088,545,2021-11-25,삼성화재,0,1,53,67,34,7,5,0.51,28,10,3,2,0.36,1,1,0,0,1.0,0,0,0,0,0.0,14,10,2,0,0.71,8,4,0,1,0.5,16,9,2,2,0.56,70,9,13,0.13,28,24,3,1,8.0,66,33,0,10.99,43,10,0,64.45,42,10,9,15,0,3.33,9,0,19,0.9999999999999998,6,3,0.86,0.5,0.23,0.24,75,53,한국전력
1089,545,2021-11-25,한국전력,1,0,29,54,22,6,10,0.41,22,9,4,5,0.41,2,1,0,0,0.5,0,0,0,0,0.0,19,4,2,4,0.21,5,3,0,1,0.6,6,5,0,0,0.83,41,0,8,0.0,31,18,13,0,6.01,60,23,0,7.67,38,9,6,31.31,30,7,11,6,1,2.34,4,0,19,0.9999999999999998,5,5,0.58,0.38,0.24,0.23,53,75,삼성화재
1090,546,2021-11-26,우리카드,0,1,81,132,63,12,15,0.48,60,26,2,8,0.43,2,2,0,0,1.0,0,0,0,0,0.0,30,15,5,5,0.5,15,6,4,0,0.4,25,14,1,2,0.56,107,5,16,0.05,72,49,23,0,9.8,131,59,0,11.8,92,36,3,96.08,61,13,18,21,2,2.6,9,0,33,0.9999999999999996,6,6,0.68,0.45,0.39,0.21,107,106,현대캐피탈
1091,546,2021-11-26,현대캐피탈,1,0,63,112,52,13,8,0.46,48,15,8,2,0.31,0,0,0,0,0.0,0,0,0,0,0.0,31,15,2,3,0.48,13,7,3,0,0.54,20,15,0,3,0.75,90,2,11,0.02,57,44,11,2,10.17,122,55,0,13.93,77,34,1,152.0,60,9,17,25,1,2.08,6,0,22,0.9999999999999996,6,1,0.77,0.45,0.44,0.15,106,107,우리카드
1092,547,2021-11-27,OK금융그룹,1,0,26,60,24,8,10,0.4,19,9,1,3,0.47,2,1,0,0,0.5,0,0,0,0,0.0,23,9,4,5,0.39,2,0,0,0,0.0,14,5,3,2,0.36,38,1,11,0.03,22,18,4,0,5.99,62,23,1,7.66,59,21,7,94.07,12,1,3,6,0,0.33,0,0,22,0.9999999999999998,4,7,0.82,0.37,0.36,0.08,46,75,대한항공
1093,547,2021-11-27,대한항공,0,1,49,51,32,1,4,0.63,10,6,0,0,0.6,0,0,0,0,0.0,0,0,0,0,0.0,14,7,1,4,0.5,7,5,0,0,0.71,20,14,0,0,0.7,74,8,14,0.11,32,24,8,0,7.99,53,30,1,9.99,33,11,1,126.36,29,9,5,11,0,3.0,6,0,19,0.9999999999999998,6,0,0.75,0.57,0.33,0.31,75,46,OK금융그룹
1094,548,2021-11-28,KB손해보험,1,1,59,83,43,10,4,0.52,31,11,5,2,0.35,1,1,0,0,1.0,0,0,0,0,0.0,24,16,4,1,0.67,16,9,0,0,0.56,11,6,1,1,0.55,90,9,10,0.1,56,44,12,0,11.0,82,41,1,10.25,51,17,5,82.88,54,7,22,18,0,1.75,6,0,15,1.0,6,2,0.79,0.5,0.33,0.13,98,75,삼성화재
1095,548,2021-11-28,삼성화재,0,0,55,96,41,7,12,0.43,49,21,5,5,0.43,0,0,0,0,0.0,0,0,0,0,0.0,27,9,2,5,0.33,9,4,0,1,0.44,11,7,0,1,0.64,64,5,20,0.08,44,30,14,0,7.5,99,38,1,9.5,64,14,8,92.76,37,9,15,9,2,2.25,9,0,35,0.9999999999999996,5,3,0.68,0.38,0.22,0.24,75,98,KB손해보험
1096,549,2021-11-30,대한항공,0,0,75,118,55,13,8,0.47,27,8,3,4,0.3,0,0,0,0,0.0,0,0,0,0,0.0,26,13,5,2,0.5,15,9,3,1,0.6,50,25,2,1,0.5,100,8,22,0.08,53,38,13,2,7.6,122,54,0,11.2,85,37,3,113.88,54,12,13,20,1,2.4000000000000004,10,0,33,0.9999999999999998,6,0,0.72,0.44,0.44,0.22,104,106,한국전력
1097,549,2021-11-30,한국전력,1,1,71,104,56,11,10,0.54,39,18,2,6,0.46,2,2,0,0,1.0,0,0,0,0,0.0,26,12,4,1,0.46,19,13,1,2,0.68,18,11,4,1,0.61,102,3,16,0.03,57,46,9,2,10.34,110,55,0,16.22,79,33,8,197.1,61,12,18,21,1,2.6,5,0,29,0.9999999999999998,6,5,0.81,0.5,0.42,0.2,106,104,대한항공
1098,550,2021-12-01,삼성화재,0,0,75,131,55,17,12,0.42,66,20,11,9,0.3,2,0,0,0,0.0,0,0,0,0,0.0,25,13,3,2,0.52,14,8,0,0,0.57,24,14,3,1,0.58,99,9,10,0.09,82,63,19,0,12.65,135,54,1,10.8,90,42,4,115.22,66,11,25,25,0,2.3000000000000003,9,0,23,0.9999999999999996,6,3,0.77,0.4,0.47,0.17,103,108,우리카드
1099,550,2021-12-01,우리카드,1,1,81,128,60,11,9,0.47,69,33,5,3,0.48,6,3,0,0,0.5,0,0,0,0,0.0,19,7,3,4,0.37,13,7,1,2,0.54,21,10,2,0,0.48,107,4,17,0.04,62,51,11,0,10.2,125,57,1,11.4,89,33,8,113.31,78,17,18,28,0,3.4,16,0,27,0.9999999999999996,6,6,0.82,0.46,0.37,0.22,108,103,삼성화재
1100,551,2021-12-02,KB손해보험,1,0,60,93,50,8,7,0.54,35,16,3,4,0.46,2,2,0,0,1.0,0,0,0,0,0.0,31,16,5,2,0.52,8,3,0,0,0.38,17,13,0,1,0.76,91,3,15,0.03,50,33,17,0,8.33,95,46,3,11.5,72,20,9,73.87,49,7,11,23,1,1.75,7,0,26,0.9999999999999998,6,2,0.66,0.48,0.28,0.14,94,94,OK금융그룹
1101,551,2021-12-02,OK금융그룹,0,1,67,97,51,7,11,0.53,39,20,2,8,0.51,4,3,0,0,0.75,0,0,0,0,0.0,30,18,3,2,0.6,8,2,0,0,0.25,16,8,2,1,0.5,90,9,17,0.1,45,33,11,1,8.33,93,46,3,11.5,78,27,3,118.9,37,7,12,12,1,1.75,6,0,33,0.9999999999999998,5,7,0.73,0.49,0.35,0.19,94,94,KB손해보험
1102,552,2021-12-03,한국전력,0,0,76,131,58,11,9,0.44,53,19,5,5,0.36,2,2,0,0,1.0,0,0,0,0,0.0,24,14,2,2,0.58,24,11,0,1,0.46,28,12,4,1,0.43,104,4,12,0.04,68,52,16,0,10.4,132,55,0,11.0,88,42,1,143.72,66,14,12,21,2,2.8000000000000003,12,0,23,0.9999999999999996,6,5,0.76,0.42,0.48,0.21,108,110,현대캐피탈
1103,552,2021-12-03,현대캐피탈,1,1,81,129,69,13,6,0.53,41,17,6,1,0.41,1,0,0,0,0.0,0,0,0,0,0.0,30,18,2,3,0.6,20,10,0,2,0.5,37,24,5,0,0.65,96,1,19,0.01,67,55,11,1,12.61,144,69,1,14.11,88,46,3,260.72,64,11,15,21,2,2.58,9,0,29,0.9999999999999994,5,1,0.82,0.48,0.52,0.17,110,108,한국전력
1104,553,2021-12-04,대한항공,1,1,56,68,38,3,3,0.56,16,6,0,1,0.38,1,1,0,0,1.0,0,0,0,0,0.0,12,9,0,0,0.75,11,5,0,0,0.45,28,17,3,2,0.61,72,5,15,0.07,32,19,13,0,6.34,67,36,1,11.99,53,26,1,231.79,36,13,3,13,4,4.33,9,0,23,0.9999999999999996,6,0,0.59,0.54,0.49,0.36,75,62,우리카드
1105,553,2021-12-04,우리카드,0,0,33,62,29,11,7,0.47,40,19,9,2,0.48,2,2,0,0,1.0,0,0,0,0,0.0,10,2,0,4,0.2,5,4,1,0,0.8,5,2,1,1,0.4,48,1,8,0.02,32,22,10,0,7.33,69,31,0,10.32,50,14,4,71.18,21,3,8,6,0,1.0,1,0,15,1.0,4,6,0.69,0.45,0.28,0.14,62,75,대한항공
1106,554,2021-12-05,OK금융그룹,1,0,67,105,55,8,12,0.52,35,16,3,1,0.46,1,1,0,0,1.0,1,1,0,0,1.0,32,13,4,8,0.41,8,7,0,0,0.88,28,17,1,3,0.61,93,7,18,0.08,51,39,11,1,8.1,105,54,0,10.8,83,39,4,197.54,45,5,11,23,2,1.15,5,0,33,0.9999999999999996,7,7,0.76,0.51,0.47,0.11,102,104,삼성화재
1107,554,2021-12-05,삼성화재,0,1,69,103,57,6,12,0.55,37,17,2,3,0.46,2,1,0,0,0.5,0,0,0,0,0.0,23,13,0,3,0.57,17,10,1,3,0.59,24,16,3,3,0.67,103,4,18,0.04,47,37,10,0,7.4,107,55,1,11.27,81,27,7,73.69,52,8,12,24,0,1.6,6,0,31,0.9999999999999998,6,3,0.79,0.51,0.33,0.15,104,102,OK금융그룹
1108,555,2021-12-07,KB손해보험,1,1,53,64,34,3,5,0.53,19,7,0,2,0.37,0,0,0,0,0.0,0,0,0,0,0.0,22,14,2,3,0.64,7,3,1,0,0.43,16,10,0,0,0.62,71,8,9,0.11,38,25,13,0,8.34,69,33,1,11.0,49,18,2,98.24,37,11,7,14,1,3.67,8,0,16,0.9999999999999998,6,2,0.66,0.48,0.37,0.3,75,60,현대캐피탈
1109,555,2021-12-07,현대캐피탈,0,0,30,55,27,10,5,0.49,26,10,7,1,0.38,1,0,0,1,0.0,0,0,0,0,0.0,16,9,3,2,0.56,0,0,0,0,0.0,12,8,0,1,0.67,40,2,7,0.05,33,21,11,1,7.0,73,35,1,11.66,59,26,8,108.91,15,1,5,6,0,0.33,1,0,14,1.0,3,1,0.64,0.48,0.44,0.07,60,75,KB손해보험
1110,556,2021-12-08,대한항공,0,1,77,100,64,7,7,0.64,22,12,2,3,0.55,1,0,0,1,0.0,0,0,0,0,0.0,22,17,1,1,0.77,12,8,1,0,0.67,43,27,3,2,0.63,108,7,20,0.06,58,45,12,1,9.18,113,63,5,12.7,81,20,4,66.52,50,6,16,21,0,1.2000000000000002,6,0,33,0.9999999999999998,6,0,0.78,0.56,0.25,0.12,110,95,삼성화재
1111,556,2021-12-08,삼성화재,1,0,58,109,48,6,15,0.44,46,17,3,5,0.37,2,1,0,0,0.5,0,0,0,0,0.0,28,11,2,7,0.39,13,7,0,2,0.54,20,12,1,1,0.6,91,3,15,0.03,43,24,19,0,4.8,104,44,0,9.33,63,15,5,44.97,46,7,12,22,0,1.4,3,0,30,0.9999999999999998,6,3,0.56,0.42,0.24,0.15,95,110,대한항공
1112,557,2021-12-09,OK금융그룹,0,1,87,126,68,17,10,0.54,50,20,7,7,0.4,1,1,0,0,1.0,2,1,0,1,0.5,29,18,4,2,0.62,13,9,1,0,0.69,31,19,5,0,0.61,108,8,15,0.07,54,47,7,0,9.55,124,64,2,12.8,92,27,5,93.84,66,11,12,34,0,2.2,9,0,27,0.9999999999999998,6,7,0.87,0.52,0.29,0.17,110,109,한국전력
1113,557,2021-12-09,한국전력,1,0,81,122,59,11,8,0.48,56,29,4,3,0.52,3,1,2,0,0.33,0,0,0,0,0.0,32,17,3,3,0.53,12,4,0,1,0.33,19,8,2,1,0.42,104,5,13,0.05,54,44,10,0,8.8,113,47,1,9.4,91,24,8,61.45,69,17,16,32,0,3.4000000000000004,17,0,22,0.9999999999999996,6,5,0.81,0.42,0.26,0.25,109,110,OK금융그룹
1114,558,2021-12-10,KB손해보험,0,1,65,93,47,7,9,0.51,32,12,2,5,0.38,1,1,0,0,1.0,0,0,0,0,0.0,25,12,3,2,0.48,15,9,1,0,0.6,20,13,1,2,0.65,90,8,14,0.09,43,34,9,0,8.5,97,46,2,11.5,66,28,5,146.79,46,10,9,24,0,2.5,9,0,25,0.9999999999999998,6,2,0.79,0.47,0.42,0.22,95,84,우리카드
1115,558,2021-12-10,우리카드,1,0,57,89,45,10,11,0.51,35,16,5,2,0.46,1,1,0,0,1.0,0,0,0,0,0.0,26,15,0,6,0.58,9,5,2,0,0.56,18,8,3,3,0.44,85,5,17,0.06,42,29,13,0,7.58,95,44,1,11.08,69,23,5,85.1,47,7,12,19,1,1.75,3,0,30,0.9999999999999998,6,6,0.69,0.46,0.33,0.15,84,95,KB손해보험
1116,559,2021-12-11,대한항공,0,1,55,75,44,2,6,0.59,14,8,0,1,0.57,0,0,0,0,0.0,0,0,0,0,0.0,22,14,1,3,0.64,8,4,0,1,0.5,31,18,1,1,0.58,65,4,12,0.06,33,25,8,0,8.32,71,41,0,13.66,51,21,1,142.13,35,7,6,17,0,2.33,7,0,18,0.9999999999999996,6,0,0.76,0.58,0.41,0.2,75,59,현대캐피탈
1117,559,2021-12-11,현대캐피탈,1,0,36,62,33,7,8,0.53,26,12,5,4,0.46,0,0,0,0,0.0,0,0,0,0,0.0,16,7,1,2,0.44,8,4,0,2,0.5,12,10,1,0,0.83,54,1,8,0.02,35,20,15,0,6.66,72,35,0,11.66,56,22,3,172.44,21,2,7,8,0,0.66,2,0,16,0.9999999999999998,5,1,0.57,0.49,0.39,0.1,59,75,대한항공
1118,560,2021-12-12,삼성화재,1,1,70,100,56,8,7,0.56,46,22,6,3,0.48,0,0,0,0,0.0,0,0,0,0,0.0,28,12,1,4,0.43,8,8,0,0,1.0,18,14,1,0,0.78,88,6,15,0.07,52,40,12,0,10.0,97,52,0,13.17,65,21,7,79.95,47,8,13,18,0,2.0,5,0,22,0.9999999999999996,6,3,0.77,0.54,0.32,0.17,90,83,한국전력
1119,560,2021-12-12,한국전력,0,0,51,77,37,7,2,0.48,35,18,3,1,0.51,2,2,0,0,1.0,0,0,0,0,0.0,25,9,2,0,0.36,8,6,0,1,0.75,7,2,2,0,0.29,77,8,15,0.1,45,34,11,0,8.5,95,41,0,10.25,67,28,4,89.42,35,6,6,19,0,1.5,4,0,17,1.0,4,5,0.76,0.43,0.42,0.17,83,90,삼성화재
1120,561,2021-12-14,우리카드,1,1,74,111,60,8,4,0.54,47,27,2,1,0.57,1,1,0,0,1.0,0,0,0,0,0.0,31,13,4,3,0.42,11,5,0,0,0.45,21,14,2,0,0.67,100,2,19,0.02,53,39,13,1,9.75,114,59,1,14.75,81,40,2,140.7,58,12,15,23,1,3.0,11,0,26,0.9999999999999998,6,6,0.74,0.52,0.49,0.21,101,91,현대캐피탈
1121,561,2021-12-14,현대캐피탈,0,0,62,113,53,12,14,0.47,41,18,5,7,0.44,3,2,0,0,0.67,0,0,0,0,0.0,25,11,2,5,0.44,24,14,1,1,0.58,20,8,4,1,0.4,83,2,11,0.02,71,48,23,0,12.0,112,46,0,11.5,76,43,2,189.69,42,7,18,16,0,1.75,7,0,25,1.0,6,1,0.68,0.41,0.57,0.17,91,101,우리카드
1122,562,2021-12-15,OK금융그룹,0,1,74,118,59,12,5,0.5,40,19,5,1,0.48,1,1,0,0,1.0,0,0,0,0,0.0,36,16,6,2,0.44,11,5,0,0,0.45,30,18,1,2,0.6,99,6,26,0.06,59,45,14,0,9.65,119,56,0,11.5,87,34,10,228.19,54,9,16,15,3,1.85,7,0,34,0.9999999999999998,6,7,0.76,0.47,0.39,0.17,106,106,대한항공
1123,562,2021-12-15,대한항공,1,0,67,108,46,9,10,0.43,30,8,3,4,0.27,1,1,0,0,1.0,0,0,0,0,0.0,24,10,2,3,0.42,9,5,0,0,0.56,44,22,4,3,0.5,104,10,18,0.1,71,55,16,0,11.2,124,49,1,9.95,78,32,6,205.77,65,11,25,24,1,2.3000000000000003,7,0,30,0.9999999999999996,6,0,0.77,0.4,0.41,0.17,106,106,OK금융그룹
1124,563,2021-12-16,KB손해보험,0,1,72,95,54,2,11,0.57,32,17,0,5,0.53,1,0,0,0,0.0,0,0,0,0,0.0,33,22,0,3,0.67,7,3,1,0,0.43,22,12,1,3,0.55,91,10,15,0.11,54,38,16,0,9.75,97,52,0,13.0,73,21,9,163.16,47,8,14,18,1,2.0,8,0,27,0.9999999999999998,5,2,0.7,0.54,0.29,0.17,103,91,삼성화재
1125,563,2021-12-16,삼성화재,1,0,61,98,50,8,8,0.51,26,15,4,0,0.58,0,0,0,0,0.0,0,0,0,0,0.0,37,17,3,6,0.46,12,8,0,0,0.67,23,10,1,2,0.43,92,9,19,0.1,54,37,17,0,9.42,97,47,0,11.75,85,31,11,129.69,38,2,8,23,1,0.5,1,0,28,0.9999999999999996,6,3,0.69,0.48,0.36,0.05,91,103,KB손해보험
1126,564,2021-12-17,한국전력,1,1,73,96,51,12,9,0.53,29,15,4,4,0.52,1,1,0,0,1.0,0,0,0,0,0.0,27,11,2,4,0.41,20,13,2,1,0.65,19,11,4,0,0.58,93,6,10,0.06,45,30,15,0,7.5,87,45,0,11.25,71,34,2,131.02,48,16,6,16,0,4.08,12,0,19,1.0,6,5,0.67,0.52,0.48,0.33,98,84,현대캐피탈
1127,564,2021-12-17,현대캐피탈,0,0,60,97,48,15,10,0.49,27,13,4,4,0.48,0,0,0,0,0.0,0,0,0,0,0.0,24,13,3,6,0.54,22,15,1,0,0.68,24,7,7,0,0.29,80,2,14,0.02,46,31,15,0,7.75,109,49,0,13.08,78,29,6,107.14,46,10,13,18,1,2.5,9,0,25,1.0,6,1,0.67,0.45,0.37,0.22,84,98,한국전력
1128,565,2021-12-18,OK금융그룹,1,0,42,67,36,3,10,0.54,22,15,1,2,0.68,0,0,0,0,0.0,0,0,0,0,0.0,18,6,0,5,0.33,5,3,0,1,0.6,22,12,2,2,0.55,48,2,11,0.04,30,23,7,0,7.66,73,37,1,12.33,55,20,7,179.53,24,4,4,11,2,1.33,3,0,24,0.9999999999999998,4,7,0.77,0.51,0.36,0.17,64,75,우리카드
1129,565,2021-12-18,우리카드,0,1,50,73,39,5,4,0.53,22,10,0,3,0.45,6,4,0,0,0.67,0,0,0,0,0.0,22,11,5,0,0.5,5,3,0,1,0.6,18,11,0,0,0.61,67,7,12,0.1,38,30,8,0,10.0,78,38,1,12.67,54,16,2,65.43,33,4,11,16,0,1.33,2,0,17,1.0,6,6,0.79,0.49,0.3,0.12,75,64,OK금융그룹
1130,566,2021-12-19,KB손해보험,1,0,61,97,52,9,7,0.54,30,15,3,1,0.5,0,0,0,0,0.0,0,0,0,0,0.0,33,15,5,5,0.45,10,6,0,1,0.6,24,16,1,0,0.67,92,6,14,0.07,58,36,22,0,7.35,100,49,0,9.8,76,25,5,89.11,51,3,11,28,1,0.6000000000000001,2,0,22,1.0,6,2,0.62,0.49,0.33,0.06,98,106,대한항공
1131,566,2021-12-19,대한항공,0,1,82,110,68,3,5,0.62,30,13,1,3,0.43,1,1,0,0,1.0,0,0,0,0,0.0,20,16,0,2,0.8,14,8,0,0,0.57,45,30,2,0,0.67,103,5,27,0.05,61,39,22,0,7.9,111,66,1,13.749999999999998,80,20,5,154.85000000000002,42,9,8,16,1,1.85,8,0,34,0.9999999999999996,6,0,0.64,0.59,0.25,0.21,106,98,KB손해보험
1132,567,2021-12-21,우리카드,1,1,61,94,49,6,4,0.52,27,13,0,1,0.48,2,1,0,0,0.5,0,0,0,0,0.0,24,8,3,2,0.33,12,8,2,0,0.67,29,19,1,1,0.66,74,3,14,0.04,54,46,7,1,15.33,94,47,1,15.66,58,28,2,118.46,50,9,15,15,0,3.0,5,0,20,0.9999999999999996,6,6,0.85,0.5,0.48,0.18,78,65,한국전력
1133,567,2021-12-21,한국전력,0,0,43,89,35,8,6,0.39,36,16,2,2,0.44,2,1,1,0,0.5,0,0,0,0,0.0,21,7,0,1,0.33,11,5,1,1,0.45,19,6,4,2,0.32,58,2,8,0.03,54,47,7,0,15.67,75,27,1,8.99,57,25,3,106.7,47,6,14,21,1,1.99,4,0,16,0.9999999999999998,6,5,0.87,0.36,0.44,0.13,65,78,우리카드
1134,568,2021-12-22,삼성화재,0,0,43,67,34,5,6,0.51,26,13,3,3,0.5,0,0,0,0,0.0,0,0,0,0,0.0,19,7,1,3,0.37,7,4,0,0,0.57,15,10,1,0,0.67,51,3,11,0.06,30,15,15,0,5.0,68,36,1,12.0,62,30,1,146.64,25,6,5,8,1,1.99,5,0,19,0.9999999999999998,5,3,0.5,0.53,0.48,0.24,63,75,현대캐피탈
1135,568,2021-12-22,현대캐피탈,1,1,55,76,49,8,3,0.64,32,18,3,1,0.56,2,1,0,0,0.5,0,0,0,0,0.0,17,11,2,1,0.65,9,6,2,0,0.67,16,13,1,1,0.81,69,1,9,0.01,48,29,19,0,9.67,77,44,0,14.67,53,26,3,133.32999999999998,33,5,15,9,1,1.67,5,0,13,0.9999999999999996,6,1,0.6,0.57,0.49,0.15,75,63,삼성화재
1136,569,2021-12-23,KB손해보험,1,0,72,102,55,4,11,0.54,37,13,4,7,0.35,5,4,0,0,0.8,0,0,0,0,0.0,31,21,0,2,0.68,10,7,0,0,0.7,19,10,0,2,0.53,101,9,25,0.09,47,29,18,0,6.300000000000001,107,54,0,10.95,60,25,3,105.2,44,8,10,25,0,1.65,6,0,36,0.9999999999999996,6,2,0.62,0.5,0.42,0.18,107,108,OK금융그룹
1137,569,2021-12-23,OK금융그룹,0,1,63,92,56,8,8,0.61,37,20,3,5,0.54,4,2,0,1,0.5,0,0,0,0,0.0,25,17,1,0,0.68,9,7,1,1,0.78,17,10,3,1,0.59,100,4,18,0.04,50,35,15,0,7.15,95,55,3,11.05,80,28,10,119.57,38,3,13,14,1,0.6000000000000001,3,0,30,0.9999999999999996,6,7,0.7,0.58,0.35,0.08,108,107,KB손해보험
1138,570,2021-12-24,대한항공,1,1,70,83,50,7,5,0.6,27,12,6,3,0.44,0,0,0,0,0.0,0,0,0,0,0.0,10,5,0,1,0.5,17,11,0,0,0.65,29,22,1,1,0.76,89,8,18,0.09,53,41,12,0,10.25,91,52,2,13.0,62,27,2,125.76,45,12,16,10,0,3.0,8,0,25,0.9999999999999998,5,0,0.77,0.57,0.44,0.27,97,72,한국전력
1139,570,2021-12-24,한국전력,0,0,41,89,32,12,10,0.36,37,10,4,3,0.27,6,4,0,0,0.67,0,0,0,0,0.0,17,5,2,5,0.29,15,5,2,2,0.33,14,8,4,0,0.57,73,2,11,0.03,45,29,16,0,8.0,89,29,0,7.75,73,34,7,228.38,35,7,4,19,0,1.75,6,0,21,0.9999999999999996,6,5,0.64,0.33,0.47,0.2,72,97,대한항공
1140,571,2021-12-25,삼성화재,1,0,33,63,25,9,8,0.4,29,12,3,4,0.41,0,0,0,0,0.0,0,0,0,0,0.0,19,7,2,3,0.37,7,1,3,1,0.14,8,5,1,0,0.62,48,5,8,0.1,22,13,9,0,4.32,52,20,0,6.66,62,21,6,139.39,25,3,4,13,1,1.0,3,0,17,1.0,4,3,0.59,0.38,0.34,0.12,50,75,우리카드
1141,571,2021-12-25,우리카드,0,1,55,65,40,3,7,0.62,28,17,2,4,0.61,3,1,0,0,0.33,0,0,0,0,0.0,11,6,1,2,0.55,10,6,0,1,0.6,13,10,0,0,0.77,64,6,8,0.09,35,29,6,0,9.67,65,38,0,12.67,43,19,6,83.33,38,9,11,14,1,2.99,7,0,16,0.9999999999999996,6,6,0.83,0.58,0.44,0.24,75,50,삼성화재
